target_institution_name,target_state,target_county,match_tier,confidence,is_hospital_taxonomy,npi,org_name,other_name,pl_addr1,pl_city,pl_state,pl_zip,taxonomy_1,taxonomy_2,is_subpart,parent_org_name,deactivation_date
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1922496272,MAINE CENTER FOR SIGHT,<UNAVAIL>,323 MAIN ST,SACO,ME,040721514,152W00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1760744601,MAINE CHILD PSYCHOLOGY,,14 STONEWALL WAY,FALMOUTH,ME,041052491,103TC2200X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1659575371,MAINE COAST ANESTHESIA,,329 MAINE ST,BRUNSWICK,ME,040113310,207L00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1710100839,"MAINE COAST MOBILE MED, LLC",,1576 HAMMOND ST STE C,BANGOR,ME,044015751,335V00000X,247100000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1184955692,MAINE COAST MOBILE MED. LLC,,1576 HAMMOND ST STE C,BANGOR,ME,044015751,247100000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1154794758,"MAINE DENTAL GROUP, P.C.",<UNAVAIL>,25 STONE ST,AUGUSTA,ME,043306114,302R00000X,1223G0001X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1740412899,"MAINE DENTAL GROUP, P.C.",<UNAVAIL>,473 ALFRED ST,BIDDEFORD,ME,040059465,1223G0001X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1194268268,"MAINE DENTAL GROUP, P.C.",<UNAVAIL>,480 MAIN ST,LEWISTON,ME,042406238,1223G0001X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1407701667,MAINE HEARTS HOME CARE LLC,,9 WALKER AVE,LEWISTON,ME,042405908,253Z00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1285738310,MAINE MEDICAL PARTNERS,<UNAVAIL>,887 CONGRESS ST,PORTLAND,ME,041023100,2086S0127X,363LA2200X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1376551861,MAINE MEDICAL PARTNERS,<UNAVAIL>,22 BRAMHALL ST,PORTLAND,ME,041023134,207R00000X,207RG0300X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1942315361,MAINE MEDICAL PARTNERS,<UNAVAIL>,22 BRAMHALL ST,PORTLAND,ME,041023134,207R00000X,363A00000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1790896876,MAINE MEDICAL PARTNERS,<UNAVAIL>,1 HARNOIS AVE,WESTBROOK,ME,040924392,363A00000X,207Q00000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1467477349,MAINE MEDICAL PARTNERS,<UNAVAIL>,300 PROFESSIONAL DR,SCARBOROUGH,ME,040748433,207Q00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1073527388,MAINE MEDICAL PARTNERS,<UNAVAIL>,100 CAMPUS DR,SCARBOROUGH,ME,040749692,1041C0700X,363LP0200X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1134305386,MAINE MEDICAL PARTNERS,<UNAVAIL>,887 CONGRESS ST,PORTLAND,ME,041023100,163WR0006X,363LP0200X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1881908879,MAINE MEDICAL PARTNERS,<UNAVAIL>,92 CAMPUS DRIVE,SCARBOROUGH,ME,04074,231H00000X,207YX0007X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1144245028,MAINE MEDICAL PARTNERS,<UNAVAIL>,584 ROOSEVELT TRL,WINDHAM,ME,040624904,207R00000X,208000000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1134144090,MAINE MEDICAL PARTNERS,<UNAVAIL>,4 SCAMMON ST,SACO,ME,040725121,363LP0200X,208000000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1790160703,MAINE MEDICAL PARTNERS,<UNAVAIL>,887 CONGRESS ST,PORTLAND,ME,041023100,208600000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1992719272,MAINE MEDICAL PARTNERS,<UNAVAIL>,887 CONGRESS ST,PORTLAND,ME,041023100,103T00000X,1041C0700X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1598780447,MAINE MEDICAL PARTNERS,<UNAVAIL>,155 SPURWINK AVE,CAPE ELIZABETH,ME,041079604,104100000X,207RG0300X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1487830543,MAINE MEDICAL PARTNERS,<UNAVAIL>,49 SPRING ST,SCARBOROUGH,ME,040748926,225100000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1215269626,MAINE MEDICAL PARTNERS,<UNAVAIL>,92 CAMPUS DRIVE,SCARBOROUGH,ME,04074,2084N0402X,2084N0600X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1659351393,MAINE MEDICAL PARTNERS,<UNAVAIL>,92 CAMPUS DRIVE,SCARBOROUGH,ME,04074,174400000X,204D00000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1447354899,MAINE MEDICAL PARTNERS,<UNAVAIL>,175 US ROUTE 1,SCARBOROUGH,ME,040749048,133NN1002X,133V00000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1891083119,MAINE MEDICAL PARTNERS,<UNAVAIL>,5 BUCKNAM RD,FALMOUTH,ME,041051392,363AS0400X,363LF0000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1366826505,MAINE MEDICAL PARTNERS,<UNAVAIL>,300 PROFESSIONAL DR,SCARBOROUGH,ME,040748433,103T00000X,1041C0700X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1386937175,MAINE MEDICAL PARTNERS,,96 CAMPUS DR,SCARBOROUGH,ME,040747163,207RC0001X,2080P0202X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1174897078,MAINE MEDICAL PARTNERS,<UNAVAIL>,818 CONGRESS ST,PORTLAND,ME,041023112,363AS0400X,363LA2100X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1346687167,MAINE MEDICAL PARTNERS,,92 CAMPUS DRIVE,SCARBOROUGH,ME,04074,207N00000X,207RH0003X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1790976074,MAINE MEDICAL PARTNERS,<UNAVAIL>,66 BRAMHALL ST,PORTLAND,ME,041023344,363A00000X,363LA2200X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1124335591,MAINE MEDICAL PARTNERS,<UNAVAIL>,335 BRIGHTON AVE,PORTLAND,ME,041022363,363AS0400X,207XX0801X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1710215751,MAINE MEDICAL PARTNERS,<UNAVAIL>,100 BRICKHILL AVE,SOUTH PORTLAND,ME,041061999,2088P0231X,363AM0700X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1790889376,MAINE MEDICAL PARTNERS,<UNAVAIL>,22 BRAMHALL ST,PORTLAND,ME,041023134,204E00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1104921535,MAINE MEDICAL PARTNERS,<UNAVAIL>,887 CONGRESS ST,PORTLAND,ME,041023100,207VE0102X,207VM0101X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1053878371,MAINE MEDICAL SERVICES LLC,,50 UNION ST,ELLSWORTH,ME,046051534,207R00000X,208M00000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1649607524,MAINE MOBILE MRI ASSOC,<UNAVAIL>,149 NORTH ST STE 1012A,WATERVILLE,ME,049014974,2085R0202X,,Y,MAINE MOBILE MRI ASSOC,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.185,False,1235567843,MAINE MOBILE MRI ASSOC,<UNAVAIL>,35 MEDICAL CENTER PKWY STE A1606,AUGUSTA,ME,043308160,2085R0202X,,Y,MAINE MOBILE MRI ASSOCIATES,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1528239910,"ALTA DENTAL OF MAINE, PC",,348 US ROUTE 1,FREEPORT,ME,040327016,1223G0001X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1851973424,BLESSING HANDS OF MAINE LLC,,32 CHICKEN MILL POND RD,GOULDSBORO,ME,046073216,3747P1801X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1487607321,CENTRAL MAINE PATHOLOGY,,300 MAIN ST,LEWISTON,ME,042407007,207ZP0102X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1669415659,"HARBOR SCHOOLS OF MAINE, INC.",<UNAVAIL>,1152 ROCKLAND ST.,W. ROCKPORT,ME,04865,322D00000X,322D00000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1881758555,"HARBOR SCHOOLS OF MAINE, INC.",<UNAVAIL>,731 COMMERCIAL ST.,ROCKPORT,ME,04856,251S00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1740414408,"HARBOR SCHOOLS OF MAINE, INC.",<UNAVAIL>,247 COMMERCIAL ST,ROCKPORT,ME,048565964,251S00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1295053429,HEALTH AFFILIATES MAINE,,306 RODMAN RD,AUBURN,ME,042103830,251S00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1467760256,"HEALTH AFFILIATES MAINE, LLC",,306 RODMAN RD,AUBURN,ME,042103830,251S00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1932413556,"HEALTH AFFILIATES MAINE, LLC",,306 RODMAN RD,AUBURN,ME,042103830,251S00000X,251S00000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1245474113,HOME RESOURCES OF MAINE,<UNAVAIL>,347 MAINE AVE,FARMINGDALE,ME,043442900,253Z00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1821834912,MAINE COASTLINE SUPPORT LLC,<UNAVAIL>,17 SHEFFIELD AVE,LEWISTON,ME,042401609,253Z00000X,,Y,MAINE COASTLINE SUPPORT LLC,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1710869409,MAINE EMERGENCY DENTIST,,23 WATER ST,SACO,ME,040725119,122300000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1699630384,MAINE FAMILY COUNSELING LLC,,94 AUBURN ST,PORTLAND,ME,041032141,101YM0800X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1578667994,MAINE MOLECULAR IMAGING LLC,,27 INDUSTRIAL AVE,SANFORD,ME,040735820,293D00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1285682591,MAINE MOLECULAR IMAGING LLC,,123 MEDICAL CENTER DR,BRUNSWICK,ME,040112652,293D00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1316995624,MAINE MOLECULAR IMAGING LLC,,100 CAMPUS DR,SCARBOROUGH,ME,040749692,293D00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1659329985,MAINE MOLECULAR IMAGING LLC,,118 NORTHPORT AVE,BELFAST,ME,049156009,293D00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1972551299,MAINE MOLECULAR IMAGING LLC,,95 CAMPUS AVE,LEWISTON,ME,042406055,293D00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1750339065,MAINE MOLECULAR IMAGING LLC,,149 NORTH ST,WATERVILLE,ME,049014974,293D00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1548219579,MAINE MOLECULAR IMAGING LLC,,1 MEDICAL CENTER DR,BIDDEFORD,ME,04005,293D00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1316995632,MAINE MOLECULAR IMAGING LLC,,46 FAIRVIEW AVE,SKOWHEGAN,ME,049761481,293D00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1942258264,MAINE MOLECULAR IMAGING LLC,,360 BROADWAY,BANGOR,ME,044013979,293D00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1184161085,"MAINE MOLECULAR IMAGING, LLC",<UNAVAIL>,6 GLEN COVE DR,ROCKPORT,ME,048564240,2085R0202X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1417617135,"MAINE PARADISE HOMECARE, INC",,100 LYMAN ST,WESTBROOK,ME,040923035,251E00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1215171848,"MAINE PARENT FEDERATION, INC.",,12 SHUMAN AVE.,AUGUSTA,ME,04330,251B00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1619333846,"MAINE PRETRIAL SERVICES, INC.",,175 LANCASTER ST STE 305,PORTLAND,ME,041012451,251B00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.179,False,1245682285,"MAINE PRETRIAL SERVICES, INC.",,9 GREEN ST,AUGUSTA,ME,043307451,251B00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1164640017,ASPEN DENTAL OF MAINE PC,,1036 BRIGHTON AVE,PORTLAND,ME,041021030,1223G0001X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1629700513,ATTENDANT SERVICES MAINE,,127 MAIN ST STE A,SOUTH PORTLAND,ME,041062633,251B00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1073835104,CATHOLIC CHARITIES MAINE,<UNAVAIL>,66 STATE ST,PORTLAND,ME,041013751,251B00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1104987296,CATHOLIC CHARITIES MAINE,,66 STATE ST,PORTLAND,ME,041013751,104100000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1487020970,CATHOLIC CHARITIES MAINE,,11 BAXTER BLVD,PORTLAND,ME,041011801,251S00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1013955947,CATHOLIC CHARITIES MAINE,,307 CONGRESS STREET,PORTLAND,ME,041013638,101YM0800X,1223G0001X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1558684217,CATHOLIC CHARITIES MAINE,,66 STATE ST,PORTLAND,ME,041013751,251S00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1114151180,CATHOLIC CHARITIES MAINE,<UNAVAIL>,171 CONGRESS AVE,BATH,ME,045301531,261QD0000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1144028374,COASTAL MAINE COUNSELING LLC,,24 EASTFIELD RD,PORTLAND,ME,041022268,1041C0700X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1568331346,EXTENDED FAMILY OF MAINE LLC,,72 ROUTE 236 STE 251,KITTERY,ME,039046511,251E00000X,,Y,"HOUSEWORKS MAINE HOLDINGS, LLC",
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1356216949,"JET DENTAL OF MAINE, PLLC",,443 WESTERN AVE # 1024,SOUTH PORTLAND,ME,041061726,1223G0001X,,Y,"JET MANAGEMENT SERVICES, LLC",
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1558632984,MAINE CENTER ON DEAFNESS,,68 BISHOP ST,PORTLAND,ME,041032681,251S00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1952717084,MAINE COAST ORAL SURGERY,<UNAVAIL>,1601 CONGRESS ST,PORTLAND,ME,041022102,1223S0112X,1223X0008X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1740888114,MAINE COMMUNITY HOMECARE,,33 ANDERSON AVE,WESTBROOK,ME,040924003,253Z00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1265065833,MAINE MOBILE DIAGNOSTICS INC,,8 TREMONT ST,SOUTH PORTLAND,ME,041066129,235Z00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1902781180,MAINE MOTHER AND COMPANY LLC,,54 CUMBERLAND ST STE 5,BRUNSWICK,ME,040111829,261Q00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1710408620,MAINE OSTEOPATHIC HEALTH LLC,,8 ELM ST,GORHAM,ME,040381506,204D00000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1053908103,MAINE PERIODONTICS PLLLC,,2 MEDICAL CENTER DR,BIDDEFORD,ME,040059400,1223P0300X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1497527659,"MAINE RESIDENTIAL OPTION, LLC",,264 COUNTY ROAD,GORHAM,ME,04038,320600000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.172,False,1962043786,MAINE SAFE RIDE SERVICES,,32 WATER ST,SACO,ME,04072,343900000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1962542092,ALLEGIANCE HOSPICE CARE OF MAINE,<UNAVAIL>,100 FODEN ROAD WEST,SOUTH PORTLAND,ME,041062323,251G00000X,,Y,"ALLEGIANCE HOSPICE GROUP, INC.",
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1326523366,AWARE RECOVERY CARE OF MAINE LLC,<UNAVAIL>,500 SOUTHBOROUGH DR STE 500-202,SOUTH PORTLAND,ME,041066928,251E00000X,207QA0401X,Y,AWARE RECOVERY CARE INC,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1306522255,BALANCE THERAPY PORTLAND MAINE LLC,<UNAVAIL>,91 AUBURN ST. STE. U,PORTLAND,ME,04103,225100000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1245256221,"BIO-MEDICAL APPLICATIONS OF MAINE, INC.",<UNAVAIL>,55 CONGRESS AVE,BATH,ME,045301536,261QE0700X,,Y,"FRESENIUS MEDICAL CARE HOLDINGS, INC.",
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1093592735,"BIO-MEDICAL APPLICATIONS OF MAINE, INC.",<UNAVAIL>,987 LISBON ST,LEWISTON,ME,042405747,261QE0700X,,Y,"FRESENIUS MEDICAL CARE HOLDINGS, INC.",
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1790701779,"BIO-MEDICAL APPLICATIONS OF MAINE, INC.",<UNAVAIL>,42 MOLLISON WAY,LEWISTON,ME,04240,261QE0700X,,Y,"FRESENIUS MEDICAL CARE HOLDINGS, INC.",
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1609892686,"BIO-MEDICAL APPLICATIONS OF MAINE, INC.",<UNAVAIL>,1 CHABOT ST,WESTBROOK,ME,040924759,261QE0700X,,Y,"FRESENIUS MEDICAL CARE HOLDINGS, INC.",
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1144851320,"BIO-MEDICAL APPLICATIONS OF MAINE, INC.",<UNAVAIL>,1600 CONGRESS ST STE C,PORTLAND,ME,041022140,261QE0700X,,Y,"FRESENIUS MEDICAL CARE HOLDINGS, INC.",
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1699275420,"BIO-MEDICAL APPLICATIONS OF MAINE, INC.",<UNAVAIL>,46 SUMMER ST,GARDINER,ME,043451903,261QE0700X,,Y,"FRESENIUS MEDICAL CARE HOLDINGS, INC.",
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1982620969,"BIO-MEDICAL APPLICATIONS OF MAINE, INC.",<UNAVAIL>,1600 CONGRESS ST,PORTLAND,ME,041022143,261QE0700X,,Y,"FRESENIUS MEDICAL CARE HOLDINGS, INC.",
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1154347136,"BIO-MEDICAL APPLICATIONS OF MAINE, INC.",<UNAVAIL>,29 BARRA RD,BIDDEFORD,ME,040059459,261QE0700X,,Y,"FRESENIUS MEDICAL CARE HOLDINGS, INC.",
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1063438042,"BIO-MEDICAL APPLICATIONS OF MAINE, INC.",<UNAVAIL>,164 CIVIC CENTER DR,AUGUSTA,ME,043308028,261QE0700X,,Y,"FRESENIUS MEDICAL CARE HOLDINGS, INC.",
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1336165315,"BIO-MEDICAL APPLICATIONS OF MAINE, INC.",<UNAVAIL>,73 ALLEN ST,WILTON,ME,042943052,261QE0700X,,Y,"FRESENIUS MEDICAL CARE HOLDINGS, INC.",
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1326064304,"BIO-MEDICAL APPLICATIONS OF MAINE, INC.",<UNAVAIL>,19 VANASSE RD,EASTPORT,ME,046313860,261QE0700X,,Y,"FRESENIUS MEDICAL CARE HOLDINGS, INC.",
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1427074400,"BIO-MEDICAL APPLICATIONS OF MAINE, INC.",<UNAVAIL>,4 EDWARDS AVE,DAMARISCOTTA,ME,045434252,261QE0700X,,Y,"FRESENIUS MEDICAL CARE HOLDINGS, INC.",
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1518983592,"BIO-MEDICAL APPLICATIONS OF MAINE, INC.",<UNAVAIL>,1100 MINOT AVE,AUBURN,ME,042103739,261QE0700X,,Y,"FRESENIUS MEDICAL CARE HOLDINGS, INC.",
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1437370277,CARE DEVELOPMENT OF MAINE,,51 4TH ST,BANGOR,ME,044016140,320800000X,251S00000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1427286384,CARE DEVELOPMENT OF MAINE,<UNAVAIL>,40 SUMMER ST,BANGOR,ME,044016446,251S00000X,,Y,CARE DEVELOPMENT OF MAINE,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1336377290,CARE DEVELOPMENT OF MAINE,<UNAVAIL>,40 SUMMER ST,BANGOR,ME,044016446,253J00000X,,Y,CARE DEVELOPMENT OF MAINE,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1821219056,CARE DEVELOPMENT OF MAINE,<UNAVAIL>,970 ILLINOIS AVE.,BANGOR,ME,044010936,1041C0700X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1518335892,CENTER FOR SLEEP AND TMJ MAINE LLC,<UNAVAIL>,1601 CONGRESS ST,PORTLAND,ME,041022102,332BC3200X,122300000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1861844300,CENTRAL MAINE APOTHECARY VENTURES,<UNAVAIL>,593 CENTER ST,AUBURN,ME,042106323,3336C0003X,3336S0011X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1346303914,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,385H00000X,385H00000X,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1245568732,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,385H00000X,385H00000X,Y,CENTRAL MAINE AREA AGENCY ON AGING,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1417191909,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,251B00000X,,Y,CENTRAL MAINE AREA AGENCY ON AGING,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1215171616,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,261QA0600X,385H00000X,Y,CENTRAL MAINE AREA AGENCY ON AGING,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1205070604,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,385H00000X,385H00000X,Y,CENTRAL MAINE AREA AGENCY ON AGING,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1306080700,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,385H00000X,385H00000X,Y,CENTRAL MAINE AREA AGENCY ON AGING,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1659515161,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,253Z00000X,,Y,CENTRAL MAINE AREA AGENCY ON AGING,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1376872275,CENTRAL MAINE AREA AGENCY ON AGING,<UNAVAIL>,1 WESTON CT,AUGUSTA,ME,043305543,253Z00000X,,Y,CENTRAL MAINE AREA AGENCY ON AGING,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1922465616,CENTRAL MAINE CLINICAL ASSOCIATES,<UNAVAIL>,4 MESERVE ST,NAPLES,ME,040555348,261QP2000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1801254669,CENTRAL MAINE CLINICAL ASSOCIATES,<UNAVAIL>,287 B AUBURN RD,TURNER,ME,04282,261QP2000X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1952721276,"CENTRAL MAINE DENTAL, L.L.C.",<UNAVAIL>,488 SABATTUS ST,LEWISTON,ME,042404113,1223G0001X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1891907978,CENTRAL MAINE ENDOCRINOLOGY,<UNAVAIL>,287 MAIN ST,LEWISTON,ME,042407054,207RE0101X,,N,,
Maine Medical Center (MMC),ME,Cumberland,NAME_ONLY,0.167,False,1114129756,CENTRAL MAINE ENDODONTICS,,219 MOUNT AUBURN AVE,AUBURN,ME,04210,1223E0200X,,N,,
