seedId,institutionId,institutionName,parentSystem,campus,city,state,sourceUrl,sourceDomain,expectedAudience,expectedOpportunityType,expectedSpecialty,expectedCampus,expectedDirectLink,knownGoodReason,priorEvidenceRef,notes,runStatus,finalStatus
live_230,inst_live_yale_school_of_medicine_postdoctoral_research,Yale School of Medicine — Postdoctoral Research,,,New Haven,CT,https://postdocs.yale.edu/,postdocs.yale.edu,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Clinical Research, Oncology, Infectious Disease, Outcomes Re",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 1-5 years | visa: J1,PENDING,PENDING
live_231,inst_live_baylor_college_of_medicine_postdoctoral_research,Baylor College of Medicine — Postdoctoral Research,,,Houston,TX,https://www.bcm.edu/,www.bcm.edu,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Clinical Research, Pediatrics, Cardiovascular, Outcomes Rese",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 1-3 years | visa: J1,PENDING,PENDING
live_232,inst_live_northwestern_feinberg_postdoctoral_research,Northwestern Feinberg — Postdoctoral Research,,,Chicago,IL,https://www.feinberg.northwestern.edu/,www.feinberg.northwestern.edu,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Oncology, Cardiology, Health Equity, Clinical Research, Qual",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 1-3 years | visa: J1,PENDING,PENDING
live_233,inst_live_albert_einstein_college_of_medicine_research_fellowship,Albert Einstein College of Medicine — Research Fellowship,,,Bronx,NY,https://einsteinmed.edu/,einsteinmed.edu,IMG_GRADUATE_OBSERVER,OTHER_USCE,"Clinical Research, Cancer, Hepatology, Outcomes Research, Pa",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 1-3 years | visa: J1,PENDING,PENDING
live_234,inst_live_university_of_kansas_medical_center_kumc_,University of Kansas Medical Center (KUMC),,,Kansas City,KS,https://www.kumc.edu/academic-and-student-affairs/departments/office-of-international-programs/inbound-programs/information-for-irsd-observers-and-visitors/international-observership-program.html,www.kumc.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Multiple departments,,true,verified-links.ts (verified=true),usmle-observerships/data.js + prisma/verified-links.ts,"fee: paid | duration: 4 weeks | visa: B1/B2 | cost: $3,000/month",PENDING,PENDING
live_235,inst_live_uab_hospital_international_medical_observers,UAB Hospital — International Medical Observers,,,Birmingham,AL,https://www.uab.edu/medicine/international/international-programs/observership,www.uab.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Multiple departments,,true,verified-links.ts (verified=true),usmle-observerships/data.js + prisma/verified-links.ts,"fee: paid | duration: 4 or 8 weeks | visa: B1/B2 | cost: $4,250 per 4-week slot",PENDING,PENDING
live_236,inst_live_children_s_hospital_of_philadelphia_chop_,Children's Hospital of Philadelphia (CHOP),,,Philadelphia,PA,https://www.chop.edu/services/international-observership-program,www.chop.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Pediatrics (all subspecialties),,true,verified-links.ts (verified=true),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-8 weeks | visa: B1/B2 | cost: $750 admin fee + background screening,PENDING,PENDING
live_237,inst_live_griffin_hospital,Griffin Hospital,,,Derby,CT,https://meded.griffinhealth.org/clinical-observership/,meded.griffinhealth.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Family Medicine",,true,verified-links.ts (verified=true),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: Monthly rotations | visa: B1/B2 | cost: $900/month (non-refundable),PENDING,PENDING
live_238,inst_live_st_mary_medical_center_trinity_health_,St. Mary Medical Center (Trinity Health),,,Langhorne,PA,https://www.trinityhealthma.org/healthcare-professionals/gme/st-mary/clinical-observership-program,www.trinityhealthma.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Multiple departments,,true,verified-links.ts (verified=true),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: Contact program | visa: B1/B2,PENDING,PENDING
live_239,inst_live_uc_davis_health_international_observership,UC Davis Health — International Observership,,,Sacramento,CA,https://health.ucdavis.edu/international-affiliations/observerships/index.html,health.ucdavis.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Multiple departments,,true,"verified-links.ts (verified=true): WARNING: NOT for students, recent graduates (within 5 years), or those seeking residency/LORs.",usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 1-6 months | visa: B1/B2,PENDING,PENDING
live_240,inst_live_usf_health_international_training,USF Health — International Training,,,Tampa,FL,https://health.usf.edu/medicine/ia/international-training-programs,health.usf.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Multiple departments,,true,verified-links.ts (verified=true),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: Contact program | visa: B1/B2,PENDING,PENDING
live_241,inst_live_mount_sinai_medical_center_miami_beach,Mount Sinai Medical Center — Miami Beach,,,Miami Beach,FL,https://www.msmc.com/education/educational-courses-and-events/international-observership-courses/,www.msmc.com,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Cardiology, Infectious Disease, Internal Medicine",,true,verified-links.ts (verified=true): International Post Graduate Observership. 4 weeks. Separate from Mount Sinai NYC.,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 4 weeks | visa: B1/B2,PENDING,PENDING
live_242,inst_live_allegheny_health_network_observership,Allegheny Health Network — Observership,,,Pittsburgh,PA,https://www.alleghenyinternational.org/observerships.html,www.alleghenyinternational.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Multiple departments,,true,verified-links.ts (verified=true),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: Contact program | visa: B1/B2,PENDING,PENDING
live_243,inst_live_drexel_university_international_observership,Drexel University — International Observership,,,Philadelphia,PA,https://drexel.edu/medicine/academics/continuing-education/physician-refresher-re-entry-program/for-prospective-students/international-students-observerships/,drexel.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Multiple departments,,true,verified-links.ts (verified=true),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: Contact program | visa: B1/B2,PENDING,PENDING
live_244,inst_live_nazareth_hospital_trinity_health_observership,Nazareth Hospital (Trinity Health) — Observership,,,Philadelphia,PA,https://www.trinityhealthma.org/healthcare-professionals/gme/nazareth/clinical-observership-program,www.trinityhealthma.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Internal Medicine,,true,verified-links.ts (verified=true): ECFMG certification required. Graduated within 5 years preferred. IM only.,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: Rotation-based | visa: B1/B2,PENDING,PENDING
live_245,inst_live_mercy_catholic_medical_center_observership,Mercy Catholic Medical Center — Observership,,,Darby,PA,https://www.trinityhealthma.org/healthcare-professionals/gme/mcmc/clinical-observership-program,www.trinityhealthma.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Internal Medicine,,true,verified-links.ts (verified=true): ECFMG certification required. IM focus.,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: Contact program | visa: B1/B2,PENDING,PENDING
live_246,inst_live_uc_san_diego_ace_program,UC San Diego — ACE Program,,,San Diego,CA,https://hsi.ucsd.edu/education/physicians/enhanced-clinical-skills,hsi.ucsd.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Multiple specialties,,true,verified-links.ts (verified=true): Accelerated Clinical Experience for IMGs preparing for ERAS. 2-6 months. No hands-on (CA regulation),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-6 months | visa: B1/B2,PENDING,PENDING
live_247,inst_live_mobile_infirmary_observer_program,Mobile Infirmary — Observer Program,,,Mobile,AL,https://www.infirmaryhealth.org/careers/graduate-education/mobile-infirmary-internal-medicine-residency/visiting-observer-learning-opportunity-program/,www.infirmaryhealth.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Internal Medicine,,true,verified-links.ts (verified=true): 2 or 4 weeks. USMLE Step 1 required. TOEFL 100+.,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2 or 4 weeks | visa: B1/B2 | cost: $100 non-refundable,PENDING,PENDING
live_248,inst_live_hurley_medical_center_msu_observership,Hurley Medical Center (MSU) — Observership,,,Flint,MI,https://education.hurleymc.com/gme/residencies-and-fellowships/combined-internal-medicine-pediatrics/observerships/,education.hurleymc.com,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Internal Medicine / Pediatrics (Med-Peds),,true,verified-links.ts (verified=true): Med/Peds only. Apps April 1 - June 30. 1-2 weeks outpatient. No LOR.,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 1-2 weeks | visa: B1/B2,PENDING,PENDING
live_249,inst_live_ochsner_health_international_observership,Ochsner Health — International Observership,,,New Orleans,LA,https://education.ochsner.org/clined/global-is-local/ochsner-international-observership-program/,education.ochsner.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Multiple departments,,true,verified-links.ts (verified=true): Up to 90 days. Must have Ochsner faculty sponsor. Must be employed abroad. Apply 90+ days ahead.,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: Up to 90 days | visa: B1/B2 | cost: $500 non-refundable,PENDING,PENDING
live_250,inst_live_providence_swedish_medical_center_observer_program,Providence Swedish Medical Center — Observer Program,,,Seattle,WA,https://gme.providence.org/washington/puget-sound/for-observers/observers-international-invited-guests/,gme.providence.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Multiple departments,,true,verified-links.ts (verified=true): Must have relationship with preceptor. Apply 6+ months ahead.,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: At preceptor's discretion | visa: B1/B2,PENDING,PENDING
live_251,inst_live_msu_institute_for_global_health_observership,MSU Institute for Global Health — Observership,,,Multiple Michigan sites,MI,https://ighealth.msu.edu/education/global-externship-program/,ighealth.msu.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Multiple departments,,true,verified-links.ts (verified=true): Multiple MI sites. Schedule 9+ months ahead.,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: Varies | visa: B1/B2,PENDING,PENDING
live_252,inst_live_boston_children_s_hospital_observership,Boston Children's Hospital — Observership,,,Boston,MA,https://bchapps.childrenshospital.org/observership/,bchapps.childrenshospital.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Pediatrics (all subspecialties),,true,verified-links.ts (verified=true),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 1-12 weeks (most limit to 4 weeks) | visa: B1/B2,PENDING,PENDING
live_253,inst_live_cincinnati_children_s_hospital_international_visitor_program,Cincinnati Children's Hospital — International Visitor Program,,,Cincinnati,OH,https://www.cincinnatichildrens.org/professional/resources/international-visitor-program,www.cincinnatichildrens.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Pediatrics (all subspecialties),,true,verified-links.ts (verified=true),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 1 week to 3 months | visa: B1/B2,PENDING,PENDING
live_254,inst_live_texas_tech_university_hsc_observership,Texas Tech University HSC — Observership,,,Lubbock,TX,https://www.ttuhsc.edu/medicine/internal/observership/observership.aspx,www.ttuhsc.edu,US_MD_DO_VISITING_STUDENT,OBSERVERSHIP,Internal Medicine,,true,verified-links.ts (verified=true),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: Up to 8 weeks (two 4-week blocks) | visa: B1/B2 | cost: $250 + background check,PENDING,PENDING
live_255,inst_live_university_of_louisville_medical_observership_program,University of Louisville — Medical Observership Program,,,Louisville,KY,https://uoflhealth.org/careers/medical-observership-program-mop/,uoflhealth.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Multiple departments,,true,verified-links.ts (verified=true),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: Contact program | visa: B1/B2 | cost: $250,PENDING,PENDING
live_256,inst_live_uthealth_houston_observer_program,UTHealth Houston — Observer Program,,,Houston,TX,https://med.uth.edu/gme/trainee-resources/visiting-trainees/observers/,med.uth.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Multiple departments,,true,verified-links.ts (verified=true),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: Up to 2 months per department | visa: B1/B2 | cost: $100 US / $775 foreign nationals,PENDING,PENDING
live_257,inst_live_sams_clinical_observership_nonprofit_,SAMS — Clinical Observership (Nonprofit),,,Multiple States,MULTI,https://society.sams-usa.net/observership-program/,society.sams-usa.net,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Multiple specialties,,true,verified-links.ts (verified=true): Nonprofit — free or minimal cost. Multiple states.,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 1-2 months | visa: B1/B2,PENDING,PENDING
live_258,inst_live_commonspirit_health_international_clinical_observation,CommonSpirit Health International — Clinical Observation,,,Multiple States (159 hospitals),MULTI,https://commonspiritinternational.org/education-programs/,commonspiritinternational.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Multiple departments,,false,verified-links.ts (verified=false),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 4-12 weeks | visa: B1/B2,PENDING,PENDING
live_259,inst_live_medstar_health_international_observer_program,MedStar Health — International Observer Program,,,Washington,DC,https://www.medstarhealth.org/education,www.medstarhealth.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Multiple departments (Georgetown affiliated),,false,verified-links.ts (verified=false),usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: Varies | visa: B1/B2,PENDING,PENDING
live_260,inst_live_georgetown_ruesch_center_international_gi_observership,Georgetown / Ruesch Center — International GI Observership,,,Washington,DC,https://ruesch.georgetown.edu/internationalobservership/,ruesch.georgetown.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Gastroenterology, GI Oncology",,true,verified-links.ts (verified=true),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: Contact program | visa: B1/B2,PENDING,PENDING
live_261,inst_live_uw_pathology_global_observership_paid_stipend_,UW Pathology — Global Observership (PAID STIPEND),,,Seattle,WA,https://dlmp.uw.edu/education/global-observership,dlmp.uw.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,Pathology,,true,"verified-links.ts (verified=true): FREE + up to $2,500 stipend. 1 position per cycle.",usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 1 month | visa: B1/B2,PENDING,PENDING
live_262,inst_live_ucsd_bridge_to_residency_program,UCSD — Bridge to Residency Program,,,San Diego,CA,https://hsi.ucsd.edu/education/physicians/bridge-to-residency-program-for-physicians,hsi.ucsd.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Multiple — clinical skills, standardized patients, mentorshi",,true,verified-links.ts (verified=true),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: Customized | visa: B1/B2,PENDING,PENDING
live_263,inst_live_msk_mso_observership_san_diego_,MSK MSO — Observership (San Diego),,,San Diego,CA,https://www.musculoskeletalmso.com/education/observership,www.musculoskeletalmso.com,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Neurosurgery, Pain Management, Internal Medicine",,true,verified-links.ts (verified=true),usmle-observerships/data.js + prisma/verified-links.ts,"fee: paid | duration: Monthly | visa: B1/B2 | cost: $1,000/month",PENDING,PENDING
live_264,inst_live_jamaica_hospital_medical_center,Jamaica Hospital Medical Center,,,Jamaica,NY,https://www.jamaicahospital.org/,www.jamaicahospital.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Emergency Medicine, Pediatrics, Surgery",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_265,inst_live_flushing_hospital_medical_center,Flushing Hospital Medical Center,,,Flushing,NY,https://www.flushinghospital.org/,www.flushinghospital.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, OB/GYN, Pediatrics",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_266,inst_live_kingsbrook_jewish_medical_center,Kingsbrook Jewish Medical Center,,,Brooklyn,NY,https://www.kingsbrook.org/,www.kingsbrook.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Physical Medicine & Rehabilitation, Psych",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_267,inst_live_st_john_s_episcopal_hospital,St. John's Episcopal Hospital,,,Far Rockaway,NY,https://www.ehs.org/,www.ehs.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Emergency Medicine, Surgery",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_268,inst_live_wyckoff_heights_medical_center,Wyckoff Heights Medical Center,,,Brooklyn,NY,https://www.wyckoffhospital.org/,www.wyckoffhospital.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Pediatrics, OB/GYN",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_269,inst_live_richmond_university_medical_center,Richmond University Medical Center,,,Staten Island,NY,https://www.rumcsi.org/,www.rumcsi.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Psychiatry, Emergency Medicine",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_270,inst_live_jersey_city_medical_center,Jersey City Medical Center,,,Jersey City,NJ,https://www.rwjbh.org/jersey-city-medical-center/,www.rwjbh.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Emergency Medicine, Surgery, Pediatrics",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_271,inst_live_newark_beth_israel_medical_center,Newark Beth Israel Medical Center,,,Newark,NJ,https://www.rwjbh.org/newark-beth-israel-medical-center/,www.rwjbh.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Cardiology, Surgery, Transplant",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_272,inst_live_hackensack_university_medical_center,Hackensack University Medical Center,,,Hackensack,NJ,https://www.hackensackmeridianhealth.org/,www.hackensackmeridianhealth.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Oncology, Surgery, Cardiology",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_273,inst_live_abington_hospital_jefferson_health,Abington Hospital — Jefferson Health,,,Abington,PA,https://www.jeffersonhealth.org/,www.jeffersonhealth.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Family Medicine, Surgery, Cardiology",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_274,inst_live_crozer_chester_medical_center,Crozer-Chester Medical Center,,,Upland,PA,https://www.crozerhealth.org/,www.crozerhealth.org,IMG_GRADUATE_EXTERNSHIP,OBSERVERSHIP,"Internal Medicine, Surgery, Emergency Medicine",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,"fee: paid | duration: 4-8 weeks | visa: B1/B2, J1",PENDING,PENDING
live_275,inst_live_advocate_christ_medical_center,Advocate Christ Medical Center,,,Oak Lawn,IL,https://www.advocatehealth.com/,www.advocatehealth.com,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Emergency Medicine, Cardiology, Trauma Su",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_276,inst_live_metro_health_case_western_reserve,Metro Health — Case Western Reserve,,,Cleveland,OH,https://www.metrohealth.org/,www.metrohealth.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Trauma Surgery, Emergency Medicine, Ortho",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_277,inst_live_summa_health_system_akron,Summa Health System — Akron,,,Akron,OH,https://www.summahealth.org/,www.summahealth.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Family Medicine, Emergency Medicine",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_278,inst_live_henry_ford_hospital,Henry Ford Hospital,,,Detroit,MI,https://www.henryford.com/,www.henryford.com,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Cardiology, Neurology, Surgery, Transplan",,false,verified-links.ts (verified=false),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_279,inst_live_beaumont_hospital_royal_oak,Beaumont Hospital — Royal Oak,,,Royal Oak,MI,https://www.beaumont.org/,www.beaumont.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Cardiology, Orthopaedics",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_280,inst_live_university_of_cincinnati_medical_center,University of Cincinnati Medical Center,,,Cincinnati,OH,https://www.uchealth.com/,www.uchealth.com,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Emergency Medicine, Surgery, Neurology",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_281,inst_live_ut_southwestern_medical_center,UT Southwestern Medical Center,,,Dallas,TX,https://www.utsouthwestern.edu/,www.utsouthwestern.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Neurology, Radiology, Oncology",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_282,inst_live_jps_health_network,JPS Health Network,,,Fort Worth,TX,https://www.jpshealthnet.org/,www.jpshealthnet.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Family Medicine, Psychiatry, Emergency Me",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_283,inst_live_university_of_texas_medical_branch_utmb_,University of Texas Medical Branch (UTMB),,,Galveston,TX,https://www.utmb.edu/,www.utmb.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Family Medicine, Infectious Dise",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_284,inst_live_baptist_health_south_florida,Baptist Health South Florida,,,Miami,FL,https://baptisthealth.net/,baptisthealth.net,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Cardiology, Oncology, Neurology",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_285,inst_live_memorial_healthcare_system,Memorial Healthcare System,,,Hollywood,FL,https://www.mhs.net/,www.mhs.net,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Pediatrics, Surgery, Emergency Medicine",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_286,inst_live_ochsner_health_system,Ochsner Health System,,,New Orleans,LA,https://www.ochsner.org/,www.ochsner.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Cardiology, Transplant, Surgery",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_287,inst_live_carolinas_medical_center_atrium_health,Carolinas Medical Center — Atrium Health,,,Charlotte,NC,https://atriumhealth.org/,atriumhealth.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Emergency Medicine, Cardiology",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_288,inst_live_vanderbilt_university_medical_center,Vanderbilt University Medical Center,,,Nashville,TN,https://www.vumc.org/observational-services/welcome-vanderbilt-observational-experience-voe-program,www.vumc.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Oncology, Gastroenterology, Pedi",,false,verified-links.ts (verified=false),usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_289,inst_live_oregon_health_science_university_ohsu_,Oregon Health & Science University (OHSU),,,Portland,OR,https://www.ohsu.edu/,www.ohsu.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Neuroscience, Ophthalmology, Family Medic",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_290,inst_live_harbor_ucla_medical_center,Harbor-UCLA Medical Center,,,Torrance,CA,https://dhs.lacounty.gov/harbor-ucla/,dhs.lacounty.gov,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Emergency Medicine, Surgery, Family Medic",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_291,inst_live_olive_view_ucla_medical_center,Olive View-UCLA Medical Center,,,Sylmar,CA,https://dhs.lacounty.gov/olive-view-ucla/,dhs.lacounty.gov,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Family Medicine, Psychiatry, Emergency Me",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: free | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_292,inst_live_loma_linda_university_medical_center,Loma Linda University Medical Center,,,Loma Linda,CA,https://lluh.org/,lluh.org,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Pediatrics, Cardiology",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_293,inst_live_banner_university_medical_center_tucson,Banner University Medical Center — Tucson,,,Tucson,AZ,https://www.bannerhealth.com/,www.bannerhealth.com,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Surgery, Emergency Medicine, Family Medic",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
live_294,inst_live_university_of_new_mexico_hospital,University of New Mexico Hospital,,,Albuquerque,NM,https://hospitals.health.unm.edu/,hospitals.health.unm.edu,IMG_GRADUATE_OBSERVER,OBSERVERSHIP,"Internal Medicine, Family Medicine, Emergency Medicine, Psyc",,false,data.js raw link,usmle-observerships/data.js + prisma/verified-links.ts,fee: paid | duration: 2-4 weeks | visa: B1/B2,PENDING,PENDING
